Sample_ID,Paper_ID,Paper_Title,DOI,Year,Source_PDF,Composition_Formula,Base_LMFP_Composition,Full_Doped_Composition,Mn_Ratio,Fe_Ratio,Dopant_Element,Dopant_Count,Dopant_Molar_Ratio,Dopant_x_per_fu,Carbon_wt_percent,Synthesis_Method,Calcination_Temp_1_C,Calcination_Time_1_h,Discharge_Capacity_0_05C_mAh_g,Discharge_Capacity_0_1C_mAh_g,Discharge_Capacity_1C_mAh_g,Discharge_Capacity_2C_mAh_g,Discharge_Capacity_5C_mAh_g,Initial_Coulombic_Efficiency_percent,Cycle_Life_cycles,Capacity_Retention_percent,EIS_R_ct_before_Ohm,EIS_R_ct_after_Ohm,Li_Diffusion_Coefficient_cm2_s,XRD_Phase_Purity,Remarks,Impurity_Phase_Identified,Evidence,Calculated_Molar_Mass,Calculated_Q_M2,Calculated_Li_Stoichiometry,Calculated_Li_Vacancy_delta,Calculated_S_config_over_R,Calculated_Theoretical_Capacity_Metric,Record_Classification
P42_Sample_17,P42,Highly efficient synthesis of nano LiMn0.90Fe0.10PO4/C composite via mechanochemical activation assisted calcination,10.1016/j.ceramint.2023.02.221,2023,UNVERIFIED_PDF_NOT_FOUND,LiMn0.90Fe0.10PO4/C (LMFP@0.5C),,,0.9,0.1,Unspecified,0,,,0.38,"Mechanochemical activation assisted carbothermal reduction: stoichiometric Mn powder, Fe powder, LiH2PO4 and Li2CO3 (5% Li excess) mixed with polyvinyl alcohol as carbon source, dispersed in ethanol/deionized water/acetic acid (1:1:0.5 by volume) and ball-milled 4 h at 400 rpm with tungsten-carbide balls (ball:powder 20:1); precursor dried 60 C 15 h then calcined 700 C 6 h in Ar at a 3 C/min ramp; 0.3 g PVA added per 0.1 mol of LiMn0.9Fe0.1PO4 precursor",700.0,6.0,,,,,,,,,,,,,"SEM of the mechanochemically activated precursor before calcination shows nano-sized raw primary particles loosely clustered with a wide size distribution and irregular morphology; after sintering the secondary particle size is reduced and evenly distributed with primary particles of 20-50 nm. EDS mapping confirms uniform distribution of C, Fe, Mn, O and P.",,Fig. 3a-d (SEM/EDS of PLMFP@2.5C precursor),156.9395,2.0,1.0,0.0,0.3251,170.78,LITERATURE_REPORTED
P43_Sample_1,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (3LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 300 C for 3 h and step 2 at 700 C for 10 h",300.0,3.0,,147,,,,,,,,,,,"Initial charge capacity 148 mAh/g and discharge capacity 147 mAh/g at 0.1 C (0.05 mA/cm2), 2.0-4.4 V, 25 C. Flat charge plateaus at 4.09 V (Mn3+/Mn2+) and 3.5 V (Fe3+/Fe2+); discharge plateaus at 3.99 V and 3.45 V. Voltage separations 0.1 V (Mn) and 0.05 V (Fe). ICP composition Li:Mn:Fe:P = 1.00:0.40:0.60:1.00; 10.0 wt% carbon.",,Fig. 7a; Section 3,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_2,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,155,,,,,,,,,,,"Initial charge and discharge capacities both 155 mAh/g at 0.1 C (0.05 mA/cm2), 2.0-4.4 V. Charge plateaus 4.07 V and 3.49 V; discharge plateaus 4.0 V and 3.45 V. Voltage separations only 0.07 V (Mn) and 0.04 V (Fe), so cell resistance is lower than 3LMFP. Active-material utilisation is quoted as 91.2% of theoretical in the results text but as 97% in the abstract; both figures appear in the paper.",,Fig. 7a; Abstract; Section 3,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_3,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (3LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 300 C for 3 h and step 2 at 700 C for 10 h",300.0,3.0,,,,,,,50,96,,,,,"Cycling at 0.1 C between 2.0 and 4.6 V at 25 C: 96% of the initial discharge capacity retained after 50 cycles. An instability is seen around cycle 6, attributed to slow electrolyte penetration and formation of cracks in the carbon layer.",,Fig. 8,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_4,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,,,,,,50,97,,,,,"Cycling at 0.1 C between 2.0 and 4.6 V at 25 C: 97% of the initial discharge capacity retained after 50 cycles, better retention than 3LMFP. An instability appears around cycle 9. The result is encouraging given the 10 wt% carbon content.",,Fig. 8,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_5,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,146,,,,,,,,,,,"Lithium polymer battery at 0.1 C, 25 C, 2.5-4.2 V: charge and discharge capacities both 146 mAh/g, i.e. 86% of the theoretical capacity of LMFP, with high coulombic efficiency. Charge-discharge voltage difference only ~0.07 V (Mn) and 0.05 V (Fe), indicating no appreciable polarization. Performance is comparable to the liquid cell once the different cut-off voltages are allowed for.",,Fig. 10a; Section 3,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_6,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,,,,,,50,,,,,,"Li/PE/5LMFP polymer cell cycled 50 times at 0.1 C, 25 C. Capacity decreases over the first ~6 cycles then stabilises; the conclusions quote a low capacity fade of about 0.26% per cycle (the results section prints this as '~26% per cycle', evidently a typographical error). Confirms good compatibility of the polymer electrolyte with both electrodes.",,Fig. 10b; Conclusions,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_7,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,Electrospun P(VdF-HFP) microfibrous membrane (gel polymer electrolyte host),,,,,Unspecified,0,,,,"Electrospinning of a 17 wt% solution of P(VdF-HFP) (Kynar Flex 2801) in acetone/N,N-dimethylacetamide (7:3 by weight) at room temperature",,,,,,,,,,,,,,,The membrane sorbs 60 uL of electrolyte within a few minutes and shows an ionic conductivity of 4.7e-3 S/cm at room temperature. Large surface area and fully interconnected pores give high room-temperature ionic conductivity.,,"Fig. 9; Section 2.2, Section 3",101.9108,0.0,3.0,-2.0,0.0,788.97,LITERATURE_REPORTED
P43_Sample_8,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (3LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 300 C for 3 h and step 2 at 700 C for 10 h",300.0,3.0,,,,,,,,,,,,,"BET surface area 47.42 m2/g, pore volume 0.055 cm3/g and average pore size 46.64 A (4.664 nm). Pore size is concentrated around 40 A; the 80-200 A pore-size distribution is poorer than in 5LMFP, so electrolyte filling and Li+ diffusion are less favourable. Particle sizes 5-12 um, average 8 um.",,"Table 1; Fig. 2a-b, Fig. 3",157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_9,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,,,,,,,,,,,,"BET surface area 61.41 m2/g, pore volume 0.088 cm3/g and average pore size 57.16 A (5.716 nm) - larger on all three counts than 3LMFP. The better 80-200 A pore-size distribution allows larger pores to be filled by electrolyte, enhancing Li+ diffusion. Particle sizes 4-8 um, average 6 um.",,"Table 1; Fig. 2c-d, Fig. 3",157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_10,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (3LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 300 C for 3 h and step 2 at 700 C for 10 h",300.0,3.0,,,,,,,,,,,,,"Raman microprobe over 1200-1700 cm-1 gives an integrated D/G band intensity ratio of 2.504. A higher D/G ratio means less graphene-like carbon and lower electronic conductivity. Carbon content 10.0 wt% by elemental analysis (CHNS-932, LECO).",,Table 1; Fig. 5,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_11,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,,,,,,,,,,,,"Integrated Raman D/G band intensity ratio 1.635, substantially lower than 3LMFP, indicating a larger amount of graphene-like carbon in the residual carbon and hence higher electronic conductivity - predicted to give the better electrochemical properties. Carbon content 10.0 wt%.",,Table 1; Fig. 5,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_12,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (3LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 300 C for 3 h and step 2 at 700 C for 10 h",300.0,3.0,,,,,,,,,,,,,"Cyclic voltammetry at 0.1 mV/s, 2.0-4.6 V: the Fe3+/Fe2+ couple shows an anodic oxidation potential of 3.55 V and a cathodic reduction potential of 3.4 V vs Li/Li+, a separation of 150 mV. Redox current 0.0578 mA for the Fe couple. No appreciable shift in peak position over cycles 1, 2 and 5.",,Fig. 6; Section 3,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_13,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (3LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 300 C for 3 h and step 2 at 700 C for 10 h",300.0,3.0,,,,,,,,,,,,,"CV at 0.1 mV/s: Mn3+/Mn2+ oxidation at 4.13 V and reduction at 3.89 V vs Li/Li+, peak separation 0.24 V. Redox current 0.0549 mA for the Mn couple.",,Fig. 6; Section 3,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_14,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,,,,,,,,,,,,"CV at 0.1 mV/s: Fe3+/Fe2+ oxidation at 3.6 V and reduction at 3.4 V, separation 250 mV - larger than 3LMFP because more electrolyte penetrates the more intense pore structure and develops resistance. Redox current 0.0719 mA, higher than 3LMFP, indicating efficient charge-transfer kinetics from the large surface area and thin carbon coating.",,Fig. 6; Section 3,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_15,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,,,,,,,,,,,,"CV at 0.1 mV/s: Mn3+/Mn2+ oxidation at 4.14 V and reduction at 3.87 V, peak separation 0.27 V. Redox current 0.0592 mA for the Mn couple. Only a slight current decrease between the first and second cycles, then essentially constant - high reversibility.",,Fig. 6; Section 3,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_16,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (3LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 300 C for 3 h and step 2 at 700 C for 10 h",300.0,3.0,,,,,,,,,,,,,"SEM: micron-sized spongy particles 5-12 um (average 8 um), porous with pore walls and surfaces carbon-covered; narrow size distribution. TEM shows a nanometre-sized amorphous carbon coating that is not uniform, varying from 9 to 12 nm in thickness, with LMFP crystallites appearing dark and carbon grey.",,"Fig. 2a-b, Fig. 4a",157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_17,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,,,,,,,,,,,,"SEM: micron-sized spongy particles 4-8 um (average 6 um) with visible surface pores. TEM shows a comparatively thinner porous carbon web varying from 2 to 10 nm, which envelops the particles and gives the larger specific surface area and higher expected Li+ diffusion and reversible capacity.",,"Fig. 2c-d, Fig. 4b",157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_18,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (3LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 300 C for 3 h and step 2 at 700 C for 10 h",300.0,3.0,,,,,,,,,,,,,"XRD (Cu K-alpha, Rietveld refinement) identifies orthorhombic olivine Pnma. An Fe2P impurity phase is detected, associated with the lower-temperature (300 C) first firing step in which FeP forms and converts to Fe2P above 600 C; its presence in small amounts is reported in the literature to enhance electrochemical performance.",,Fig. 1; Section 3,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P43_Sample_19,P43,Effect of synthetic conditions on the electrochemical properties of LiMn0.4Fe0.6PO4/C synthesized by sol-gel technique,10.1016/j.jpowsour.2008.08.001,2009,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (5LMFP),,,0.4,0.6,Unspecified,0,,,10.0,"Sol-gel technique with citric acid as foaming agent and carbon precursor: Li2CO3, FeC2O4.2H2O, Mn(CH3COO)2.4H2O and NH4H2PO4 dissolved in deionized water at room temperature, citric acid solution added, sol dried at 75 C for 12 h under magnetic stirring, gel heated in a vacuum oven at 70 C for 12 h, then two-step firing under nitrogen; step 1 at 500 C for 3 h and step 2 at 700 C for 10 h",500.0,3.0,,,,,,,,,,,,,"XRD pattern shows good correspondence with the standard LMFP reference with no significant peaks ascribable to any impurity phase - the 500 C first firing step avoids the Fe2P formation seen in 3LMFP. Citric acid inhibits oxidation of Fe2+ to Fe3+ and reduces any Fe3+ present, ensuring an impurity-free sample.",,Fig. 1; Section 3,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P44_Sample_1,P44,Tailoring microstructure and electrochemical performance of LiMn0.6Fe0.4PO4 cathode materials via iron source selection,10.1016/j.jelechem.2026.120432,2026,Batteries   Supercaps - 2024 - Zhang - Improved Electrochemical Performance of LiMn0 6Fe0 4PO4 via Chitosan‐Derived.pdf,LiMn0.6Fe0.4PO4/C (LMFP-1),,,0.6,0.4,Unspecified,0,,,5.29,"Hydrothermal synthesis followed by carbon-coating heat treatment: stoichiometric LiOH.H2O, MnSO4, Ammonium iron(III) oxalate hydrate ((NH4)3[Fe(C2O4)3].3H2O) and H3PO4 at n(Li):n(Mn):n(Fe):n(PO4) = 3:0.6:0.4:1 with ascorbic acid as reducing agent at n(Fe):n(C6H8O6) = 8:1, dissolved successively in 40 mL deionized water and stirred 3 h; hydrothermal treatment at 180 C for 10 h in a Teflon-lined autoclave; precipitate centrifuged, washed and dried; ground with sucrose and calcined under flowing Ar at 300 C for 2 h then 650 C for 10 h",300.0,2.0,,,,,,,200,92.5,,,,,"Initial discharge capacity 136.2 mAh/g at 0.2 C (2.5-4.5 V, 1 C = 170 mA/g) with 92.5% capacity retention after 200 cycles - the best low-rate capacity and cycling stability of the five iron sources. Two plateaus at ~3.45 V (Fe2+/Fe3+) and ~4.05 V (Mn2+/Mn3+); the Mn-related plateau is the longest of the series and the practical capacity contribution ratio matches the theoretical one closely.",,Fig. 3a-c; Abstract,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P44_Sample_2,P44,Tailoring microstructure and electrochemical performance of LiMn0.6Fe0.4PO4 cathode materials via iron source selection,10.1016/j.jelechem.2026.120432,2026,Batteries   Supercaps - 2024 - Zhang - Improved Electrochemical Performance of LiMn0 6Fe0 4PO4 via Chitosan‐Derived.pdf,LiMn0.6Fe0.4PO4/C (LMFP-2),,,0.6,0.4,Unspecified,0,,,5.02,"Hydrothermal synthesis followed by carbon-coating heat treatment: stoichiometric LiOH.H2O, MnSO4, Ammonium iron(II) sulfate hexahydrate ((NH4)2Fe(SO4)2.6H2O) and H3PO4 at n(Li):n(Mn):n(Fe):n(PO4) = 3:0.6:0.4:1 with ascorbic acid as reducing agent at n(Fe):n(C6H8O6) = 8:1, dissolved successively in 40 mL deionized water and stirred 3 h; hydrothermal treatment at 180 C for 10 h in a Teflon-lined autoclave; precipitate centrifuged, washed and dried; ground with sucrose and calcined under flowing Ar at 300 C for 2 h then 650 C for 10 h",300.0,2.0,,,,,,,,,,,,,"Initial discharge capacity 94.3 mAh/g at 0.2 C. Moderate performance - inferior to LMFP-1 at low rates and to LMFP-3 at high rates, attributed to the one-dimensional rod-like morphology and partial oxidation of Fe2+.",,Fig. 3a-c,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P44_Sample_3,P44,Tailoring microstructure and electrochemical performance of LiMn0.6Fe0.4PO4 cathode materials via iron source selection,10.1016/j.jelechem.2026.120432,2026,Batteries   Supercaps - 2024 - Zhang - Improved Electrochemical Performance of LiMn0 6Fe0 4PO4 via Chitosan‐Derived.pdf,LiMn0.6Fe0.4PO4/C (LMFP-3),,,0.6,0.4,Unspecified,0,,,5.01,"Hydrothermal synthesis followed by carbon-coating heat treatment: stoichiometric LiOH.H2O, MnSO4, Ferrous sulfate heptahydrate (FeSO4.7H2O) and H3PO4 at n(Li):n(Mn):n(Fe):n(PO4) = 3:0.6:0.4:1 with ascorbic acid as reducing agent at n(Fe):n(C6H8O6) = 8:1, dissolved successively in 40 mL deionized water and stirred 3 h; hydrothermal treatment at 180 C for 10 h in a Teflon-lined autoclave; precipitate centrifuged, washed and dried; ground with sucrose and calcined under flowing Ar at 300 C for 2 h then 650 C for 10 h",300.0,2.0,,,,,,,,,,,,,"Initial discharge capacity 126.1 mAh/g at 0.2 C, second only to LMFP-1. Residual Fe3+ introduces structural defects into the lattice, which lowers the low-rate reversible capacity relative to LMFP-1.",,Fig. 3a-c,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
